OrgID,OrgLegalNameEng,OrgLegalNameFra,OrgAppliedNameEng,OrgAppliedNameFra,OrgAbbvrEng,OrgAbbvrFra,ProgUID,ProgNameEng,ProgNameFra
1847,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",,,AECL,EACL,1709,Support Services,Services de soutien
1847,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",,,AECL,EACL,1706,"Utilities, Taxes &amp; Insurance","Services, Taxes et Assurances"
1847,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",,,AECL,EACL,1715,Waste Management,Gestion des déchets
1847,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",,,AECL,EACL,1714,Waste Management and Decommissioning,Déclassement et gestion des déchets
1847,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",,,AECL,EACL,1716,Waste Management Facilities,Installations de gestion des déchets
1847,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",,,AECL,EACL,1712,Waste Management Operations,Activités de gestion des déchets
1847,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",,,AECL,EACL,1710,Whiteshell Facilities,Installations de Whiteshell
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1898,Acquisition,Acquisition
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1869,Admissibility Determination,Détermination de l’admissibilité
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1871,Air Mode,Mode aérien
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1884,Anti-dumping and Countervailing,Antidumping et compensation
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1890,Communications,Communications
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1875,Courier Low Value Shipment,Expéditions de faible valeur par service de messagerie
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1876,Criminal Investigations,Enquêtes criminelles
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1893,Financial Management,Gestion financière
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1870,Highway Mode,Mode routier
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1892,Human Resource Management,Gestion des ressources humaines
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1879,Immigration Detentions,Détentions
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1877,Immigration Enforcement,Exécution de la loi relative à l’immigration
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1880,Immigration Hearings,Audiences en matière d’immigration
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1878,Immigration Investigations,Enquêtes en matière d’immigration
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1894,Information Management,Gestion de l’information
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1895,Information Technology,Technologie de l’information
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1863,Intelligence,Renseignement
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1888,Internal Services,Services internes
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1861,International trade and travel is facilitated across Canada’s border and Canada’s population is protected from border-related risks.,Le commerce international et les déplacements sont favorisés à la frontière du Canada et la population du Canada est protégée des risques liés aux frontières.
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1891,Legal,Services juridiques
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1889,Management and Oversight,Gestion et surveillance
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1873,Marine Mode,Mode maritime
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1897,Materiel,Matériel
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1874,Postal,Points d’entrée postaux
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1872,Rail Mode,Mode ferroviaire
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1896,Real Property,Biens immobiliers
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1882,Recourse,Recours
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1881,Removals,Renvois
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1883,Revenue and Trade Management,Gestion du commerce et des revenus
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1862,Risk Assessment Program,Programme d’évaluation des risques
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1866,Secure and Trusted Partnerships,Partenariats sûrs et fiables
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1865,Security Screening,Filtrage de sécurité
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1864,Targeting,Ciblage
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1887,The following program supports all strategic outcomes within this organization.,Le programme suivant appuie tous les résultats stratégiques de cette organisation.
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1886,Trade Compliance,Conformité commerciale
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1885,Trade Policy,Politiques commerciales
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1868,Trusted Trader,Négociants fiables
2043,Canada Border Services Agency,Agence des services frontaliers du Canada,,,CBSA,ASFC,1867,Trusted Traveller,Voyageurs fiables
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,234,A vibrant and dynamic arts sector in Canada.,Un secteur artistique vif et dynamique au Canada.
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,243,Aboriginal Arts,Arts autochtones
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,248,Art Bank,Banque d’œuvres d’art
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,246,Arts promotion to foster public knowledge and appreciation of the Canadian arts and culture,"Promotion des arts, afin de favoriser la connaissance et la compréhension de la culture et des arts canadiens"
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,247,Audience and Market Development,Développement de publics et de marchés
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,251,Coordination of the Canadian Commission for Unesco,Coordination de la Commission canadienne pour l’UNESCO
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,236,Dance,Danse
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,242,Equity,Équité
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,235,"Grants and services to support creation, production and dissemination of arts for individuals and organizations","Subventions et services aux artistes et aux organismes artistiques, à l’appui de la création, de la production et de la diffusion d’œuvres d’art"
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,241,Inter-Arts,Inter-arts
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,253,Internal Services,Services internes
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,240,Media Arts,Arts médiatiques
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,245,Music,Musique
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,250,"Partnership, Networks and Arts Promotion","Partenariats, réseaux et la promotion des arts"
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,249,Prizes and Endowments,Prix et dotations
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,244,Public Lending Right Commission,Commission du droit de prêt public
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,252,The following program supports all strategic outcomes within this organization.,Le programme suivant appuie tous les résultats stratégiques de cette organisation.
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,237,Theatre,Théâtre
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,238,Visual Arts,Arts visuels
266,Canada Council for the Arts,Conseil des Arts du Canada,,,,,239,Writing and Publishing,Lettres et édition
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1077,Aboriginal Capacity Development,Développement du potentiel des Autochtones
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1080,Affordable Housing Centre,Centre du logement abordable
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1070,Affordable Housing Initiative,Initiative en matière de logement abordable
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1083,"Canada has a stable, competitive and innovative housing system.","Le Canada dispose d’un système de logement stable, compétitif et novateur."
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1064,Canadians in need have access to affordable housing.,Les Canadiens dans le besoin ont accès à des logements abordables.
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1068,Funding for New Commitments of Affordable Housing,Financement de nouveaux engagements visant le logement abordable
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1066,Funding Under Long-Term Commitments for Existing Social Housing,Financement de logements sociaux existants en vertu d’engagements à long terme
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1065,Funding Under Long-Term Commitments for Existing Social Housing,Financement de logements sociaux existants en vertu d’engagements à long terme
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1067,Funding Under Long-Term Commitments for Existing Social Housing - On Reserve,Financement de logements sociaux existants en vertu d’engagements à long terme – Dans les réserves
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1078,Housing Internship Initiative for First Nations and Inuit Youth,Initiative de stages en habitation pour les jeunes des Premières nations et les jeunes Inuits
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1086,Housing Market Information Dissemination,Diffusion d’information sur le marché de l’habitation
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1085,Housing Market Surveys,Enquêtes sur le marché de l’habitation
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1088,"Housing Policy, Research and Information Transfer","Politiques, recherche et diffusion de l’information en matière de logement"
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1081,Housing Related Infrastructure Loans to Municipalities,Prêts aux municipalités pour le financement d’infrastructures liées à l’habitation
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1079,Housing Support,Aide au logement
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1087,Insured Mortgage Purchase Program,Programme d’achat de prêts hypothécaires assurés
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1072,Investments in Affordable Housing,Investissements dans le logement abordable
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1084,Market Analysis Information,Information d’analyse de marché
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1069,New Commitments,Nouveaux engagements
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1074,New Commitments On Reserve,Nouveaux engagements dans les réserves
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1075,New Non-Profit On Reserve,Nouveaux logements sans but lucratif dans les réserves
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1082,Other Long-Term Commitments,Autres engagements à long terme
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1071,Renovation Programs,Programmes d’aide à la rénovation
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1076,Renovation Programs On Reserve,Programmes d’aide à la rénovation dans les réserves
1183,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,CMHC,SCHL,1073,Short-Term Affordable Housing Initiatives,Initiatives de logement abordable à court terme
2389,Canada Post Corporation,Société canadienne des postes,Canada Post,Postes Canada,CPC,SCP,2206,"Compensation for the provision of Parliamentary mail and Materials for the use of the blind services, which are sent free of postage under the Canada Post Corporation Act.",Compensation pour la prestation de services liés au courrier parlementaire et à la documentation à l’usage des personnes aveugles transmis en franchise en vertu de la Loi sur la Société canadienne des postes.
2389,Canada Post Corporation,Société canadienne des postes,Canada Post,Postes Canada,CPC,SCP,2207,Concessionary Governmental Services,Paiements concernant les programmes publics
2389,Canada Post Corporation,Société canadienne des postes,Canada Post,Postes Canada,CPC,SCP,2209,Literature for the Blind,Documents à l’usage des aveugles
2389,Canada Post Corporation,Société canadienne des postes,Canada Post,Postes Canada,CPC,SCP,2208,Parliamentary Free Mail,Le courier parlementaire franc de port
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,130,Tax Information Services and Assistance,Services et aide aux renseignements d’impôt
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,174,Acquisition,Acquisition
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,150,Appeals,Appels
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,135,Assessment of Returns and Payment Processing,Cotisations des déclarations et traitement des paiements
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,159,Benefit Enquiries,Demandes de renseignements relatives aux prestations
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,157,Benefit Programs,Programmes de prestations
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,160,Benefit Programs Administration,Administration des programmes de prestations
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,2361,Benefits,Prestations
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,137,Business Returns,Déclarations des entreprises
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,153,Canada Pension Plan/Employment Insurance Appeals to the Minister and Appeals to the Courts,Appels au ministre et appels devant les tribunaux relatifs au Régime de pensions du Canada/Assurance-Emploi
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,134,Charities,Organismes de bienfaisance
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,2358,Charities,Organismes de bienfaisance
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,132,Charities – Public Safety and Anti-Terrorism,Organismes de bienfaisance – Sécurité publique et lutte au terrorisme
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,2352,Collections,Recouvrements
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,143,Collections – Tax and Government Programs,Recouvrements – Programmes fiscaux et gouvernementaux
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,141,"Collections, Compliance and Verification","Recouvrements, observation et vérification"
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,152,Commodity Taxes Objections and Appeals to the Courts,Oppositions et appels devant les tribunaux relatifs aux taxes à la consommation
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,166,Communications,Communications
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,2349,Compliance and Enforcement,Conformité et exécution
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,142,Compliance and Verification,Observation et vérification
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,148,Criminal Investigations Program,Programme des enquêtes criminelles
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,2353,Domestic Compliance,Observation nationale
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,156,Eligible families and individuals receive timely and accurate benefit payments.,Les familles et les particuliers admissibles reçoivent en temps opportun les paiements exacts auxquels ils ont droit.
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,169,Financial Management,Gestion financière
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,139,Goods and Services Tax Administration in Quebec,Administration de la taxe sur les produits et services au Québec
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,149,GST/HST,TPS/TVH
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,168,Human Resource Management,Gestion des ressources humaines
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,151,Income Tax Objections and Appeals to the Courts,Oppositions et appels devant les tribunaux relatifs à l’impôt sur le revenu
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,136,Individual Returns,Déclarations des particuliers
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,170,Information Management,Gestion de l’information
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,171,Information Technology,Technologie de l’information
161,Canada Revenue Agency,Agence du revenu du Canada,,,CRA,ARC,164,Internal Services,Services internes
